videoId,author,comment,likeCount,publishedAt
lX-FWmyX_Gk,@pubjivlogs6895,Pora puka,0,2024-12-24T20:19:28Z
lX-FWmyX_Gk,@MalliNK-p5w,King Of Telangana Rahul Sipligng,0,2024-12-19T05:06:26Z
lX-FWmyX_Gk,@harishm7587,Oscar winning singer,0,2024-12-19T02:13:36Z
lX-FWmyX_Gk,@imvineyofficial7609,Moggalo song !,0,2024-12-18T20:07:40Z
lX-FWmyX_Gk,@vigneshbabumg,"This pep talk might change my life, Thanks rahul ❤",35,2024-12-16T06:27:16Z
lX-FWmyX_Gk,@pradeeprana2837,😢😢😢😢😢😢😢meaning is not good.dont follow language which is not good.dont make such songs delete this song,1,2024-12-15T21:16:08Z
lX-FWmyX_Gk,@gangadharapriyanka5560,Bgm okkate pedte better,1,2024-12-15T15:03:04Z
lX-FWmyX_Gk,@prabhakar0076,Idhi vyaparam😆,0,2024-12-13T10:33:13Z
lX-FWmyX_Gk,@venkateshdeepthi7097,Poor boy was my favourite song Brother really u r so talented,10,2024-12-10T17:39:37Z
lX-FWmyX_Gk,@BalaKishan-mp8go,Super song,0,2024-12-03T17:02:04Z
lX-FWmyX_Gk,@akhithota360,Vidu magadra bujji,0,2024-12-01T15:17:48Z
lX-FWmyX_Gk,@ambicaringdancer924,Endukee asong🥰🥰🥰,0,2024-11-27T12:08:23Z
lX-FWmyX_Gk,@NagarjunaArey,Waste.no.intrivew😢,0,2024-11-05T04:39:23Z
lX-FWmyX_Gk,@Adsav22,Average indian youtube revenue 20K to 30K for 1 million views. For 57 million 50L to 60Lakhs how ?? Entertainment and general vlogs falls under low end niche category of youtube.,0,2024-10-30T04:10:10Z
lX-FWmyX_Gk,@MyVibe-07,Oka pata 50million ki minimum 50lks vachai ata ega chusukondi evaru entha sampadisthunro,0,2024-10-23T05:49:10Z
lX-FWmyX_Gk,@Dineshneerudi,https://youtube.com/shorts/fnyBkkS94iY?si=7p1vg2-Bfvbvh_du,0,2024-09-25T08:27:01Z
lX-FWmyX_Gk,@ramesh986699777,Vedu solu antaa malli vedi ki malli intreiw,0,2024-09-20T19:02:13Z
lX-FWmyX_Gk,@prajwalssk3126,❤❤❤,0,2024-08-23T15:38:06Z
lX-FWmyX_Gk,@MKKR2024,Hire a new editor. Background music (noise) yekkuvaga vundhi. 🙄🤦,2,2024-08-13T10:28:36Z
lX-FWmyX_Gk,@ArjunHarshu0628,Enduku ra mee mokalki podcasts lu aa western media copy kotti meeru chesthuntey avule ga undi,0,2024-08-08T10:15:30Z
7QNI51lFjlw,@rawtalkswithvk,"Another new attempt!! Hope you guys like it!
Inka emaina suggestions unte ivvandi tooics and guests gurinchi🫶🏻🫶🏻",2515,2024-07-20T12:38:33Z
7QNI51lFjlw,@alibabugosa4064,Intha yerripuku laa vunnadu veedu LKG LO PADEYANDI,0,2025-07-18T18:40:09Z
7QNI51lFjlw,@srinivasaraopanchumarthi9640,🙏🙏🙏🙏🙏🙏 no words 🙏🎉🎉🎉,0,2025-07-16T16:47:50Z
7QNI51lFjlw,@sharath1310,Pelli mata matram chala baundi 😅,0,2025-07-13T08:19:40Z
7QNI51lFjlw,@ganeshchandan7287,"Goosebumps really 
I m so happy this video❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",0,2025-07-12T08:17:54Z
7QNI51lFjlw,@SnigdhaMedha,నేను ముందుగా మీకు సబ్స్క్రయిబ్ చేశాను మళ్లీ తీసేసాను అండి ఎందుకో తెలుసా ? పరమ దరిద్రుడు అయినా అన్ని యుగ్గాల్లో లో అన్ని రాక్షసుల కలయిక తో పుట్టిన ఆ కె టి ఆర్  గాడిని ఎప్పుడైతే ఇంటర్వ్యూ చేశారో అప్పుడు మీ ఛానల్ పై రెస్పెక్ట్ పోయింది . ఇలాంటి మంచి వీడియోస్ చేయండి ఎపుడు.,0,2025-07-12T07:46:29Z
7QNI51lFjlw,@HappyVibeswithMythreyiChaitya,You are doing great. Congratulations ❤,0,2025-07-10T20:03:06Z
7QNI51lFjlw,@sravankumar6334,🐑 pichi lanjodakalara chudure,0,2025-07-10T18:23:24Z
7QNI51lFjlw,@Dorasanipalli.ganesh,సహోదర నీవు ఇలాంటి మహాను భావులతో మాట్లాడే టపుడు అచ్చు తెలుగు లో మాట్లాడటం నేర్చుకో nuv ఏదో ఇంగ్లీష్ ని పట్టిన భాషల మాట్లాడుతూ ఉన్నావ్ ఫస్ట్ ఆది ఆపే నా విన్నపం 🙏 లేదంటే వీడియోలు పెట్టకు,0,2025-07-09T17:46:49Z
7QNI51lFjlw,@EthicalInsights12,"Today's indian youth must watch this video, please spread as much as you can. Help our cultural roots to grow 🙏",0,2025-07-08T19:53:04Z
7QNI51lFjlw,@premalathavineesh9582,గురువు గారు చాలా చాలా తేలియని విషయాలు చెప్పినందుకు tqsm,0,2025-07-07T20:12:43Z
7QNI51lFjlw,@Krishnareddy-s5w,సార్ మీరూ చెప్పేటివి నిజమే కానీ మంగళి అతను నాయబ్రహమ్మనుడు శాస్త్ర చికిత్స చేయడం జరిగింది,0,2025-07-07T17:55:01Z
7QNI51lFjlw,@ramvelivela1611,Subscribed Bro Bell Icon pressed For Notifications so that Reach out to your Valuable information from Madan Gupta Garu ❤❤❤Gem of a Person❤❤❤❤we need more people Like Madan Gupta Garu,1,2025-07-07T11:32:34Z
7QNI51lFjlw,@addapavan5200,Emoto's claims proved as wrong and he is referred as psedoscientist.,0,2025-07-07T09:33:06Z
7QNI51lFjlw,@paddyl3664,👍👍,0,2025-07-06T19:55:52Z
7QNI51lFjlw,@Mahathi-p2w,రాజా రాజా చోలా,0,2025-07-06T11:06:50Z
7QNI51lFjlw,@PriyankGowda-u6z,Ayya miru kanipisthe kallu mokkalalani undi,0,2025-07-06T08:40:58Z
7QNI51lFjlw,@Padmavathy-h9i,"Related why temples are there and why gods are like this is wrong but ,the rest is correct",0,2025-07-05T20:12:00Z
7QNI51lFjlw,@rajkollaps,Very good podcast vamsi,0,2025-07-04T15:21:40Z
7QNI51lFjlw,@srinivasgollapalli9765,Sri veedu 100Yenkar pakisani,0,2025-07-03T20:26:16Z
